id,city,temperature,humidity,rainfall,spoilage_risk,recorded_at
8363,Titlagarh,28.23,31.0,0.0,Medium,2026-02-12 12:54:12
8364,Cuttack,29.26,27.0,0.0,Medium,2026-02-12 12:54:12
8365,Sambalpur,26.38,14.0,0.0,Low,2026-02-12 12:54:12
8366,Angul,29.4,69.0,0.0,Medium,2026-02-12 12:54:12
8367,Soro,23.86,2.0,0.0,Low,2026-02-12 12:54:12
8368,Banki,22.96,46.0,0.0,Medium,2026-02-12 12:54:12
8369,Rayagada,36.55,53.0,0.0,High,2026-02-12 12:54:12
8370,Nuapada,22.69,50.0,6.19,Medium,2026-02-12 12:54:12
8371,Jaleswar,37.86,84.0,12.23,High,2026-02-12 12:54:12
8372,Bhadrak,35.5,29.0,0.0,Medium,2026-02-12 12:54:12
8373,Jharsuguda,24.99,29.0,0.0,Low,2026-02-12 12:54:12
8374,Soro,28.11,23.0,0.0,Medium,2026-02-12 12:54:12
8375,Cuttack,31.48,40.0,0.0,Medium,2026-02-12 12:54:12
8376,Puri,41.72,29.0,0.0,Medium,2026-02-12 12:54:12
8377,Khurda,39.33,30.0,0.0,Medium,2026-02-12 12:54:12
8378,Ganjam,40.01,34.0,0.0,Medium,2026-02-12 12:54:12
8379,Dhenkanal,26.34,49.0,21.42,Medium,2026-02-12 12:54:12
8380,Sambalpur,31.33,25.0,0.0,Medium,2026-02-12 12:54:12
8381,Joda,28.4,27.0,0.0,Medium,2026-02-12 12:54:12
8382,Baripada,42.29,24.0,0.0,Medium,2026-02-12 12:54:12
8383,Khurda,15.94,39.0,0.0,Low,2026-02-12 12:54:12
8384,Bhubaneswar,24.06,26.0,0.0,Low,2026-02-12 12:54:12
8385,Joda,27.71,23.0,0.0,Low,2026-02-12 12:54:12
8386,Joda,26.71,39.0,0.0,Low,2026-02-12 12:54:12
8387,Cuttack,29.92,51.0,48.22,High,2026-02-12 12:54:12
8388,Bhadrak,31.51,56.0,0.0,Medium,2026-02-12 12:54:12
8389,Puri,39.37,31.0,0.0,Medium,2026-02-12 12:54:12
8390,Soro,28.18,38.0,0.0,Medium,2026-02-12 12:54:12
8391,Bhubaneswar,32.79,42.0,0.0,Medium,2026-02-12 12:54:12
8392,Nayagarh,23.87,8.0,0.0,Low,2026-02-12 12:54:12
8393,Soro,30.67,20.0,0.0,Medium,2026-02-12 12:54:12
8394,Deoghar,31.48,42.0,7.35,High,2026-02-12 12:54:12
8395,Puri,30.8,20.0,0.0,Medium,2026-02-12 12:54:12
8396,Soro,31.98,43.0,0.0,Medium,2026-02-12 12:54:12
8397,Sambalpur,23.88,30.0,0.0,Low,2026-02-12 12:54:12
8398,Nayagarh,27.27,57.0,6.66,Medium,2026-02-12 12:54:12
8399,Paradip,25.25,38.0,0.0,Low,2026-02-12 12:54:12
8400,Gopalpur,27.78,57.0,5.55,Medium,2026-02-12 12:54:12
8401,Talcher,36.07,28.0,19.44,High,2026-02-12 12:54:12
8402,Paradip,34.6,24.0,0.0,Medium,2026-02-12 12:54:12
8403,Talcher,38.33,37.0,18.56,High,2026-02-12 12:54:12
8404,Dhenkanal,21.52,21.0,0.0,Low,2026-02-12 12:54:12
8405,Bisoi,19.96,11.0,0.0,Low,2026-02-12 12:54:12
8406,Bisoi,24.76,44.0,0.0,Medium,2026-02-12 12:54:12
8407,Talcher,30.67,36.0,0.0,Medium,2026-02-12 12:54:12
8408,Nayagarh,31.74,34.0,0.0,Medium,2026-02-12 12:54:12
8409,Paradip,34.18,54.0,23.76,High,2026-02-12 12:54:12
8410,Khurda,33.23,37.0,0.0,Medium,2026-02-12 12:54:12
8411,Bisoi,26.49,16.0,0.0,Low,2026-02-12 12:54:12
8412,Rourkela,31.59,1.0,0.0,Medium,2026-02-12 12:54:12
8413,Paradip,31.7,60.0,10.94,High,2026-02-12 12:54:12
8414,Baripada,21.26,37.0,0.0,Low,2026-02-12 12:54:12
8415,Koraput,33.41,39.0,0.0,Medium,2026-02-12 12:54:12
8416,Nuapada,19.34,29.0,0.0,Low,2026-02-12 12:54:12
8417,Bhadrak,28.04,56.0,0.0,Medium,2026-02-12 12:54:12
8418,Puri,32.69,42.0,0.0,Medium,2026-02-12 12:54:12
8419,Bhubaneswar,16.7,48.0,3.88,Medium,2026-02-12 12:54:12
8420,Titlagarh,16.26,66.0,0.0,Medium,2026-02-12 12:54:12
8421,Dhenkanal,29.62,14.0,0.0,Medium,2026-02-12 12:54:12
8422,Khurda,35.36,44.0,0.0,High,2026-02-12 12:54:12
8423,Titlagarh,24.32,56.0,17.7,Medium,2026-02-12 12:54:12
8424,Rourkela,24.12,34.0,0.0,Low,2026-02-12 12:54:12
8425,Baripada,32.48,51.0,0.0,Medium,2026-02-12 12:54:12
8426,Deoghar,24.76,19.0,0.0,Low,2026-02-12 12:54:12
8427,Nuapada,31.46,51.0,0.0,Medium,2026-02-12 12:54:12
8428,Balangir,35.76,34.0,0.0,Medium,2026-02-12 12:54:12
8429,Titlagarh,35.32,30.0,0.0,Medium,2026-02-12 12:54:12
8430,Titlagarh,21.31,20.0,0.0,Low,2026-02-12 12:54:12
8431,Cuttack,32.2,6.0,0.0,Medium,2026-02-12 12:54:12
8432,Soro,28.82,49.0,6.36,High,2026-02-12 12:54:12
8433,Bhadrak,21.29,42.0,6.0,Medium,2026-02-12 12:54:12
8434,Ganjam,35.41,29.0,0.0,Medium,2026-02-12 12:54:12
8435,Sambalpur,36.02,15.0,0.0,Medium,2026-02-12 12:54:12
8436,Rourkela,31.38,42.0,0.0,Medium,2026-02-12 12:54:12
8437,Balasore,31.58,61.0,0.0,Medium,2026-02-12 12:54:12
8438,Dhenkanal,23.71,54.0,3.99,Medium,2026-02-12 12:54:12
8439,Baripada,36.84,42.0,0.0,High,2026-02-12 12:54:12
8440,Gunupur,33.36,9.0,0.0,Medium,2026-02-12 12:54:12
8441,Deoghar,31.96,24.0,0.0,Medium,2026-02-12 12:54:12
8442,Koraput,29.16,17.0,0.0,Medium,2026-02-12 12:54:12
8443,Jaleswar,36.7,62.0,28.53,High,2026-02-12 12:54:12
8444,Balasore,26.76,44.0,13.1,Medium,2026-02-12 12:54:12
8445,Bhadrak,31.74,41.0,0.0,Medium,2026-02-12 12:54:12
8446,Soro,32.08,40.0,13.15,Medium,2026-02-12 12:54:12
8447,Angul,26.02,76.0,10.52,High,2026-02-12 12:54:12
8448,Deoghar,32.85,-2.0,0.0,Medium,2026-02-12 12:54:12
8449,Paradip,25.31,48.0,0.0,Medium,2026-02-12 12:54:12
8450,Puri,26.13,12.0,0.0,Low,2026-02-12 12:54:12
8451,Cuttack,26.42,39.0,0.0,Low,2026-02-12 12:54:12
8452,Deoghar,33.81,47.0,0.0,Medium,2026-02-12 12:54:12
8453,Khurda,40.14,62.0,19.21,High,2026-02-12 12:54:12
8454,Koraput,29.25,33.0,17.33,Medium,2026-02-12 12:54:12
8455,Joda,30.71,32.0,0.0,Medium,2026-02-12 12:54:12
8456,Sundargarh,31.25,31.0,0.0,Medium,2026-02-12 12:54:12
8457,Balasore,34.84,47.0,0.0,Medium,2026-02-12 12:54:12
8458,Soro,35.77,45.0,0.0,High,2026-02-12 12:54:12
8459,Soro,35.49,24.0,0.0,Medium,2026-02-12 12:54:12
8460,Jaleswar,27.6,34.0,0.0,Low,2026-02-12 12:54:12
8461,Talcher,24.95,24.0,0.0,Low,2026-02-12 12:54:12
8462,Talcher,26.59,26.0,0.0,Low,2026-02-12 12:54:12
8463,Soro,28.96,33.0,0.0,Medium,2026-02-12 12:54:12
8464,Puri,27.03,85.0,36.64,High,2026-02-12 12:54:12
8465,Soro,29.5,21.0,0.0,Medium,2026-02-12 12:54:12
8466,Khurda,26.61,54.0,0.0,Medium,2026-02-12 12:54:12
8467,Jaleswar,21.0,15.0,0.0,Low,2026-02-12 12:54:12
8468,Khurda,31.74,12.0,0.0,Medium,2026-02-12 12:54:12
8469,Bisoi,33.67,6.0,0.0,Medium,2026-02-12 12:54:12
8470,Bisoi,23.5,21.0,0.0,Low,2026-02-12 12:54:12
8471,Khurda,32.19,4.0,0.0,Medium,2026-02-12 12:54:12
8472,Soro,29.15,51.0,0.0,Medium,2026-02-12 12:54:12
8473,Banki,28.46,29.0,0.0,Medium,2026-02-12 12:54:12
8474,Bisoi,24.49,46.0,0.0,Medium,2026-02-12 12:54:12
8475,Joda,19.02,41.0,0.0,Medium,2026-02-12 12:54:12
8476,Soro,28.58,19.0,0.0,Medium,2026-02-12 12:54:12
8477,Angul,35.72,33.0,0.0,Medium,2026-02-12 12:54:12
8478,Banki,35.13,37.0,0.0,Medium,2026-02-12 12:54:12
8479,Joda,20.76,53.0,1.12,Medium,2026-02-12 12:54:12
8480,Rayagada,35.24,40.0,0.0,Medium,2026-02-12 12:54:12
8481,Angul,43.82,67.0,7.24,High,2026-02-12 12:54:12
8482,Dhenkanal,24.82,49.0,6.25,Medium,2026-02-12 12:54:12
8483,Jharsuguda,27.16,13.0,0.0,Low,2026-02-12 12:54:12
8484,Jharsuguda,30.36,22.0,0.0,Medium,2026-02-12 12:54:12
8485,Bhubaneswar,30.43,24.0,0.42,Medium,2026-02-12 12:54:12
8486,Jharsuguda,27.63,20.0,0.0,Low,2026-02-12 12:54:12
8487,Bhubaneswar,30.14,19.0,0.0,Medium,2026-02-12 12:54:12
8488,Deoghar,26.27,35.0,9.53,Medium,2026-02-12 12:54:12
8489,Nayagarh,42.29,26.0,0.0,Medium,2026-02-12 12:54:12
8490,Dhenkanal,29.48,28.0,0.0,Medium,2026-02-12 12:54:12
8491,Dhenkanal,27.42,31.0,0.0,Low,2026-02-12 12:54:12
8492,Rayagada,39.71,43.0,0.0,High,2026-02-12 12:54:12
8493,Sundargarh,29.91,36.0,0.0,Medium,2026-02-12 12:54:12
8494,Balasore,13.54,24.0,0.0,Low,2026-02-12 12:54:12
8495,Rayagada,30.12,21.0,0.0,Medium,2026-02-12 12:54:12
8496,Koraput,29.42,38.0,10.28,Medium,2026-02-12 12:54:12
8497,Sambalpur,24.8,37.0,0.0,Low,2026-02-12 12:54:12
8498,Paradip,26.83,22.0,0.0,Low,2026-02-12 12:54:12
8499,Khurda,35.88,41.0,0.0,High,2026-02-12 12:54:12
8500,Rourkela,24.16,36.0,0.0,Low,2026-02-12 12:54:12
8501,Sambalpur,31.86,45.0,35.71,High,2026-02-12 12:54:12
8502,Angul,33.76,76.0,13.23,High,2026-02-12 12:54:12
8503,Bhubaneswar,34.59,32.0,0.0,Medium,2026-02-12 12:54:12
8504,Rourkela,32.54,4.0,0.0,Medium,2026-02-12 12:54:12
8505,Balasore,35.07,49.0,9.16,High,2026-02-12 12:54:12
8506,Koraput,31.0,23.0,0.0,Medium,2026-02-12 12:54:12
8507,Bhubaneswar,30.8,41.0,0.0,Medium,2026-02-12 12:54:12
8508,Banki,34.84,22.0,0.0,Medium,2026-02-12 12:54:12
8509,Bhubaneswar,32.13,24.0,0.0,Medium,2026-02-12 12:54:12
8510,Nuapada,25.58,46.0,0.33,Medium,2026-02-12 12:54:12
8511,Jaleswar,17.14,45.0,0.0,Medium,2026-02-12 12:54:12
8512,Ganjam,30.47,17.0,0.0,Medium,2026-02-12 12:54:12
8513,Bisoi,28.02,46.0,0.0,Medium,2026-02-12 12:54:12
8514,Soro,36.04,70.0,0.0,High,2026-02-12 12:54:12
8515,Jharsuguda,28.46,26.0,0.0,Medium,2026-02-12 12:54:12
8516,Gopalpur,26.34,38.0,7.41,Medium,2026-02-12 12:54:12
8517,Bisoi,23.43,55.0,32.72,Medium,2026-02-12 12:54:12
8518,Banki,23.37,38.0,0.0,Low,2026-02-12 12:54:12
8519,Koraput,23.65,35.0,0.0,Low,2026-02-12 12:54:12
8520,Puri,28.94,46.0,0.0,Medium,2026-02-12 12:54:12
8521,Nuapada,31.18,19.0,0.0,Medium,2026-02-12 12:54:12
8522,Balangir,28.11,45.0,0.0,Medium,2026-02-12 12:54:12
8523,Bhadrak,27.11,18.0,0.0,Low,2026-02-12 12:54:12
8524,Balangir,31.98,22.0,0.0,Medium,2026-02-12 12:54:12
8525,Puri,34.77,9.0,0.0,Medium,2026-02-12 12:54:12
8526,Nayagarh,28.47,18.0,0.0,Medium,2026-02-12 12:54:12
8527,Nayagarh,32.29,18.0,5.35,Medium,2026-02-12 12:54:12
8528,Jaleswar,29.86,39.0,0.0,Medium,2026-02-12 12:54:12
8529,Khurda,34.69,30.0,0.0,Medium,2026-02-12 12:54:12
8530,Soro,29.41,61.0,2.59,Medium,2026-02-12 12:54:12
8531,Khurda,25.43,67.0,4.8,Medium,2026-02-12 12:54:12
8532,Paradip,27.9,29.0,0.0,Low,2026-02-12 12:54:12
8533,Dhenkanal,28.13,35.0,0.0,Medium,2026-02-12 12:54:12
8534,Nayagarh,22.44,53.0,5.69,Medium,2026-02-12 12:54:12
8535,Angul,25.69,28.0,0.0,Low,2026-02-12 12:54:12
8536,Balasore,32.17,30.0,0.0,Medium,2026-02-12 12:54:12
8537,Talcher,34.13,10.0,0.0,Medium,2026-02-12 12:54:12
8538,Balasore,26.75,44.0,0.0,Medium,2026-02-12 12:54:12
8539,Bisoi,28.19,32.0,0.0,Medium,2026-02-12 12:54:12
8540,Joda,34.19,14.0,0.0,Medium,2026-02-12 12:54:12
8541,Jharsuguda,29.75,2.0,0.0,Medium,2026-02-12 12:54:12
8542,Nayagarh,30.03,21.0,0.0,Medium,2026-02-12 12:54:12
8543,Dhenkanal,30.87,55.0,0.0,Medium,2026-02-12 12:54:12
8544,Rourkela,34.72,27.0,0.0,Medium,2026-02-12 12:54:12
8545,Paradip,36.95,35.0,0.0,Medium,2026-02-12 12:54:12
8546,Bisoi,26.23,19.0,0.0,Low,2026-02-12 12:54:12
8547,Khurda,36.55,46.0,0.0,High,2026-02-12 12:54:12
8548,Koraput,31.12,55.0,12.0,High,2026-02-12 12:54:12
8549,Nayagarh,29.6,60.0,0.0,Medium,2026-02-12 12:54:12
8550,Khurda,30.01,41.0,12.29,High,2026-02-12 12:54:12
8551,Sundargarh,25.21,44.0,0.0,Medium,2026-02-12 12:54:12
8552,Nuapada,27.44,20.0,0.0,Low,2026-02-12 12:54:12
8553,Rayagada,28.68,20.0,0.0,Medium,2026-02-12 12:54:12
8554,Balangir,19.84,17.0,0.0,Low,2026-02-12 12:54:12
8555,Joda,25.4,37.0,6.07,Medium,2026-02-12 12:54:12
8556,Sambalpur,34.39,35.0,0.2,Medium,2026-02-12 12:54:12
8557,Paradip,24.07,23.0,0.0,Low,2026-02-12 12:54:12
8558,Soro,33.84,59.0,0.0,Medium,2026-02-12 12:54:12
8559,Paradip,36.25,59.0,0.0,High,2026-02-12 12:54:12
8560,Baripada,21.45,15.0,0.0,Low,2026-02-12 12:54:12
8561,Nayagarh,36.07,23.0,0.0,Medium,2026-02-12 12:54:12
8562,Gunupur,19.92,17.0,0.0,Low,2026-02-12 12:54:12
8563,Bhubaneswar,36.84,16.0,0.0,Medium,2026-02-12 12:54:12
8564,Balasore,31.0,33.0,0.0,Medium,2026-02-12 12:54:12
8565,Dhenkanal,29.05,15.0,0.0,Medium,2026-02-12 12:54:12
8566,Sundargarh,27.42,28.0,3.46,Low,2026-02-12 12:54:12
8567,Talcher,28.2,29.0,0.0,Medium,2026-02-12 12:54:12
8568,Bisoi,29.79,18.0,0.0,Medium,2026-02-12 12:54:12
8569,Nuapada,36.2,46.0,0.0,High,2026-02-12 12:54:12
8570,Ganjam,32.87,27.0,0.89,Medium,2026-02-12 12:54:12
8571,Cuttack,33.2,42.0,0.0,Medium,2026-02-12 12:54:12
8572,Baripada,30.89,2.0,0.0,Medium,2026-02-12 12:54:12
8573,Bisoi,29.66,32.0,0.0,Medium,2026-02-12 12:54:12
8574,Paradip,19.77,39.0,18.2,Medium,2026-02-12 12:54:12
8575,Jaleswar,27.92,53.0,15.82,Medium,2026-02-12 12:54:12
8576,Balangir,20.62,29.0,1.54,Low,2026-02-12 12:54:12
8577,Jaleswar,38.64,57.0,20.38,High,2026-02-12 12:54:12
8578,Bhubaneswar,27.95,46.0,0.0,Medium,2026-02-12 12:54:12
8579,Joda,27.56,25.0,0.0,Low,2026-02-12 12:54:12
8580,Gopalpur,34.51,59.0,0.0,Medium,2026-02-12 12:54:12
8581,Gopalpur,24.1,36.0,0.0,Low,2026-02-12 12:54:12
8582,Cuttack,33.38,56.0,0.0,Medium,2026-02-12 12:54:12
8583,Baripada,32.01,48.0,0.0,Medium,2026-02-12 12:54:12
8584,Gopalpur,29.65,29.0,0.0,Medium,2026-02-12 12:54:12
8585,Jharsuguda,33.16,48.0,0.0,Medium,2026-02-12 12:54:12
8586,Nayagarh,40.41,48.0,24.42,High,2026-02-12 12:54:12
8587,Koraput,28.58,17.0,0.0,Medium,2026-02-12 12:54:12
8588,Puri,29.22,34.0,0.0,Medium,2026-02-12 12:54:12
8589,Bisoi,22.97,80.0,10.3,High,2026-02-12 12:54:12
8590,Cuttack,30.69,16.0,0.0,Medium,2026-02-12 12:54:12
8591,Jaleswar,27.13,38.0,0.0,Low,2026-02-12 12:54:12
8592,Nayagarh,32.49,25.0,0.0,Medium,2026-02-12 12:54:12
8593,Gopalpur,27.53,35.0,6.95,Medium,2026-02-12 12:54:12
8594,Nayagarh,28.38,24.0,0.0,Medium,2026-02-12 12:54:12
8595,Ganjam,26.94,49.0,0.0,Medium,2026-02-12 12:54:12
8596,Banki,29.13,13.0,0.0,Medium,2026-02-12 12:54:12
8597,Jaleswar,36.24,13.0,0.0,Medium,2026-02-12 12:54:12
8598,Jharsuguda,26.0,55.0,4.37,Medium,2026-02-12 12:54:12
8599,Sambalpur,33.69,40.0,7.67,Medium,2026-02-12 12:54:12
8600,Joda,35.0,39.0,0.0,Medium,2026-02-12 12:54:12
8601,Joda,30.43,36.0,0.0,Medium,2026-02-12 12:54:12
8602,Gopalpur,34.21,33.0,0.0,Medium,2026-02-12 12:54:12
8603,Banki,36.19,62.0,0.0,High,2026-02-12 12:54:12
8604,Sambalpur,42.97,30.0,0.0,Medium,2026-02-12 12:54:12
8605,Rourkela,31.45,14.0,0.0,Medium,2026-02-12 12:54:12
8606,Puri,25.31,49.0,0.0,Medium,2026-02-12 12:54:12
8607,Bhadrak,33.91,49.0,0.93,Medium,2026-02-12 12:54:12
8608,Titlagarh,29.71,40.0,0.0,Medium,2026-02-12 12:54:12
8609,Sundargarh,28.94,8.0,0.0,Medium,2026-02-12 12:54:12
8610,Baripada,31.93,38.0,0.0,Medium,2026-02-12 12:54:12
8611,Dhenkanal,32.23,30.0,0.0,Medium,2026-02-12 12:54:12
8612,Jaleswar,29.09,32.0,0.0,Medium,2026-02-12 12:54:12
8613,Puri,26.91,53.0,1.0,Medium,2026-02-12 12:54:12
8614,Nayagarh,27.15,16.0,0.0,Low,2026-02-12 12:54:12
8615,Bisoi,36.7,33.0,0.0,Medium,2026-02-12 12:54:12
8616,Dhenkanal,32.1,58.0,6.0,High,2026-02-12 12:54:12
8617,Balasore,26.42,5.0,0.0,Low,2026-02-12 12:54:12
8618,Joda,25.88,40.0,0.0,Low,2026-02-12 12:54:12
8619,Angul,26.38,30.0,14.74,Medium,2026-02-12 12:54:12
8620,Dhenkanal,31.63,17.0,0.0,Medium,2026-02-12 12:54:12
8621,Rourkela,27.67,55.0,0.0,Medium,2026-02-12 12:54:12
8622,Balasore,29.55,73.0,0.0,High,2026-02-12 12:54:12
8623,Bhadrak,24.71,78.0,5.8,High,2026-02-12 12:54:12
8624,Talcher,22.37,36.0,4.75,Low,2026-02-12 12:54:12
8625,Bhadrak,28.44,34.0,24.02,Medium,2026-02-12 12:54:12
8626,Jaleswar,33.51,31.0,0.0,Medium,2026-02-12 12:54:12
8627,Dhenkanal,41.74,46.0,3.94,High,2026-02-12 12:54:12
8628,Khurda,22.58,55.0,0.0,Medium,2026-02-12 12:54:12
8629,Khurda,27.67,20.0,0.0,Low,2026-02-12 12:54:12
8630,Balasore,40.29,36.0,0.0,Medium,2026-02-12 12:54:12
8631,Banki,38.84,37.0,0.0,Medium,2026-02-12 12:54:12
8632,Titlagarh,28.74,17.0,0.0,Medium,2026-02-12 12:54:12
8633,Puri,26.29,33.0,0.0,Low,2026-02-12 12:54:12
8634,Bhadrak,28.52,37.0,0.0,Medium,2026-02-12 12:54:12
8635,Bhubaneswar,27.99,23.0,0.0,Low,2026-02-12 12:54:12
8636,Khurda,23.76,34.0,0.0,Low,2026-02-12 12:54:12
8637,Bisoi,32.0,33.0,0.0,Medium,2026-02-12 12:54:12
8638,Sambalpur,37.59,19.0,0.0,Medium,2026-02-12 12:54:12
8639,Jaleswar,26.44,30.0,0.0,Low,2026-02-12 12:54:12
8640,Koraput,22.95,14.0,0.0,Low,2026-02-12 12:54:12
8641,Sundargarh,35.86,47.0,0.0,High,2026-02-12 12:54:12
8642,Balangir,29.81,51.0,0.0,Medium,2026-02-12 12:54:12
8643,Ganjam,29.36,25.0,0.0,Medium,2026-02-12 12:54:12
8644,Baripada,37.05,18.0,0.0,Medium,2026-02-12 12:54:12
8645,Ganjam,28.22,43.0,0.0,Medium,2026-02-12 12:54:12
8646,Puri,24.2,19.0,0.0,Low,2026-02-12 12:54:12
8647,Ganjam,33.92,40.0,0.0,Medium,2026-02-12 12:54:12
8648,Angul,31.06,63.0,0.0,Medium,2026-02-12 12:54:12
8649,Bhadrak,24.42,3.0,0.0,Low,2026-02-12 12:54:12
8650,Balangir,36.11,21.0,0.0,Medium,2026-02-12 12:54:12
8651,Sundargarh,25.4,36.0,0.0,Low,2026-02-12 12:54:12
8652,Bhadrak,28.06,50.0,0.0,Medium,2026-02-12 12:54:12
8653,Talcher,30.69,34.0,0.0,Medium,2026-02-12 12:54:12
8654,Bhadrak,29.87,42.0,0.0,Medium,2026-02-12 12:54:12
8655,Nuapada,31.44,27.0,0.0,Medium,2026-02-12 12:54:12
8656,Deoghar,28.05,26.0,4.21,Medium,2026-02-12 12:54:12
8657,Titlagarh,34.35,30.0,0.0,Medium,2026-02-12 12:54:12
8658,Jharsuguda,42.45,36.0,0.0,Medium,2026-02-12 12:54:12
8659,Sambalpur,25.83,48.0,3.15,Medium,2026-02-12 12:54:12
8660,Ganjam,21.4,12.0,0.0,Low,2026-02-12 12:54:12
8661,Joda,26.07,49.0,2.57,Medium,2026-02-12 12:54:12
8662,Rourkela,34.47,58.0,1.28,Medium,2026-02-12 12:54:12
8663,Puri,26.39,33.0,0.0,Low,2026-02-12 12:54:12
8664,Angul,30.1,42.0,0.0,Medium,2026-02-12 12:54:12
8665,Cuttack,24.81,34.0,0.0,Low,2026-02-12 12:54:12
8666,Sambalpur,20.86,42.0,0.0,Medium,2026-02-12 12:54:12
8667,Bhubaneswar,33.52,43.0,0.0,Medium,2026-02-12 12:54:12
8668,Sundargarh,32.49,27.0,0.0,Medium,2026-02-12 12:54:12
8669,Gunupur,24.27,40.0,0.0,Low,2026-02-12 12:54:12
8670,Talcher,36.22,46.0,0.0,High,2026-02-12 12:54:12
8671,Cuttack,20.74,28.0,0.0,Low,2026-02-12 12:54:12
8672,Titlagarh,31.4,26.0,0.0,Medium,2026-02-12 12:54:12
8673,Nayagarh,38.51,45.0,3.27,High,2026-02-12 12:54:12
8674,Banki,27.76,6.0,0.0,Low,2026-02-12 12:54:12
8675,Dhenkanal,34.89,57.0,1.35,Medium,2026-02-12 12:54:12
8676,Puri,23.74,49.0,0.0,Medium,2026-02-12 12:54:12
8677,Deoghar,31.6,56.0,0.0,Medium,2026-02-12 12:54:12
8678,Joda,28.56,45.0,0.0,Medium,2026-02-12 12:54:12
8679,Deoghar,35.92,26.0,0.0,Medium,2026-02-12 12:54:12
8680,Balangir,27.93,-2.0,0.0,Low,2026-02-12 12:54:12
8681,Banki,32.07,15.0,0.0,Medium,2026-02-12 12:54:12
8682,Bisoi,39.62,44.0,0.0,High,2026-02-12 12:54:12
8683,Nuapada,32.72,40.0,0.0,Medium,2026-02-12 12:54:12
8684,Banki,22.2,48.0,0.0,Medium,2026-02-12 12:54:12
8685,Dhenkanal,29.95,29.0,0.0,Medium,2026-02-12 12:54:12
8686,Sambalpur,24.51,23.0,0.0,Low,2026-02-12 12:54:12
8687,Cuttack,27.01,20.0,0.0,Low,2026-02-12 12:54:12
8688,Titlagarh,17.78,24.0,0.0,Low,2026-02-12 12:54:12
8689,Bhubaneswar,30.71,32.0,0.0,Medium,2026-02-12 12:54:12
8690,Baripada,34.36,47.0,0.0,Medium,2026-02-12 12:54:12
8691,Paradip,28.5,35.0,0.0,Medium,2026-02-12 12:54:12
8692,Bhadrak,24.08,56.0,23.05,Medium,2026-02-12 12:54:12
8693,Nayagarh,27.2,44.0,5.16,Medium,2026-02-12 12:54:12
8694,Rourkela,18.87,29.0,0.0,Low,2026-02-12 12:54:12
8695,Rourkela,29.83,43.0,5.19,High,2026-02-12 12:54:12
8696,Puri,32.4,30.0,0.0,Medium,2026-02-12 12:54:12
8697,Soro,21.47,40.0,0.0,Low,2026-02-12 12:54:12
8698,Balangir,35.54,16.0,0.0,Medium,2026-02-12 12:54:12
8699,Nuapada,35.33,24.0,0.0,Medium,2026-02-12 12:54:12
8700,Nuapada,28.93,6.0,0.0,Medium,2026-02-12 12:54:12
8701,Bisoi,31.07,9.0,0.0,Medium,2026-02-12 12:54:12
8702,Paradip,32.24,26.0,0.0,Medium,2026-02-12 12:54:12
8703,Balasore,33.35,62.0,0.0,Medium,2026-02-12 12:54:12
8704,Balasore,44.77,31.0,0.0,Medium,2026-02-12 12:54:12
8705,Jaleswar,36.23,30.0,0.0,Medium,2026-02-12 12:54:12
8706,Jharsuguda,30.48,45.0,0.0,Medium,2026-02-12 12:54:12
8707,Sambalpur,39.45,42.0,0.0,High,2026-02-12 12:54:12
8708,Khurda,29.15,11.0,0.0,Medium,2026-02-12 12:54:12
8709,Sambalpur,27.95,38.0,5.18,Medium,2026-02-12 12:54:12
8710,Balasore,21.15,18.0,0.0,Low,2026-02-12 12:54:12
8711,Rourkela,33.18,34.0,0.0,Medium,2026-02-12 12:54:12
8712,Cuttack,27.17,27.0,0.0,Low,2026-02-12 12:54:12
8713,Ganjam,26.99,35.0,0.0,Low,2026-02-12 12:54:12
8714,Ganjam,25.11,47.0,0.0,Medium,2026-02-12 12:54:12
8715,Paradip,33.26,41.0,0.0,Medium,2026-02-12 12:54:12
8716,Ganjam,22.24,8.0,0.0,Low,2026-02-12 12:54:12
8717,Soro,36.59,40.0,4.81,Medium,2026-02-12 12:54:12
8718,Balasore,30.99,30.0,0.0,Medium,2026-02-12 12:54:12
8719,Balasore,30.25,34.0,0.0,Medium,2026-02-12 12:54:12
8720,Jaleswar,35.69,28.0,0.0,Medium,2026-02-12 12:54:12
8721,Dhenkanal,24.46,37.0,0.0,Low,2026-02-12 12:54:12
8722,Gopalpur,31.0,27.0,0.0,Medium,2026-02-12 12:54:12
8723,Koraput,26.69,36.0,0.0,Low,2026-02-12 12:54:12
8724,Gopalpur,35.88,21.0,0.0,Medium,2026-02-12 12:54:12
8725,Titlagarh,34.09,37.0,0.0,Medium,2026-02-12 12:54:12
8726,Puri,29.23,16.0,0.0,Medium,2026-02-12 12:54:12
8727,Rayagada,31.48,17.0,0.0,Medium,2026-02-12 12:54:12
8728,Deoghar,31.96,22.0,0.0,Medium,2026-02-12 12:54:12
8729,Khurda,28.85,16.0,0.0,Medium,2026-02-12 12:54:12
8730,Jharsuguda,25.81,42.0,0.0,Medium,2026-02-12 12:54:12
8731,Bhadrak,21.59,39.0,0.0,Low,2026-02-12 12:54:12
8732,Gunupur,31.62,10.0,0.0,Medium,2026-02-12 12:54:12
8733,Bisoi,22.0,38.0,19.88,Medium,2026-02-12 12:54:12
8734,Banki,28.02,28.0,0.0,Medium,2026-02-12 12:54:12
